NCBI_gene:55768	OMIM:615273
NCBI_gene:659	OMIM:178600
NCBI_gene:5621	OMIM:123400
NCBI_gene:2512	OMIM:600886
NCBI_gene:51021	OMIM:610498
NCBI_gene:5155	OMIM:615483
NCBI_gene:1141	OMIM:605375
NCBI_gene:122042	OMIM:219050
NCBI_gene:5352	ORPHANET:2771
NCBI_gene:2623	OMIM:190685
NCBI_gene:6949	OMIM:154500
